,ner_id,link,name,orcid,affiliation
1741,4348,profile/Werner-Franke,Werner W. Franke,,"University of Freiburg Germany; German Cancer Research CenterGermany; Universität HeidelbergHeidelberg, Germany; German Cancer Research Center | DKFZ"
1742,4351,profile/Victor-Ling,Victor Ling,,BC Cancer Research Centre | BCCRC
1743,4354,profile/Farida-Sarangi,Farida Sarangi,,University Health Network | UHN
1744,4360,profile/Ikue-Hayashi-2,Ikue Hayashi,,Hiroshima University | HU
1745,4373,profile/Tomonori-Hayashi,Tomonori Hayashi,,Radiation Effects Research Foundation | RERF
1746,4374,profile/Naohiro-Kato,Naohiro Kato,,Radiation Effects Research Foundation | RERF
1747,4376,profile/Liansheng-Yu,Liansheng Yu,,"Hiroshima University Hiroshima, Japan; Hiroshima University Hiroshima, Japan; The National Institute of Infectious Diseases"
1748,4378,profile/Qingmei-Meng,Qingmei Meng,,
1749,4379,profile/Kumiko-Anno,Kumiko Anno,,Hiroshima University | HU
1750,4380,profile/Junya-Kobayashi-2,Junya Kobayashi,,"Kyoto University Japan; Kyoto University Kyoto, Japan; International University of Health and Welfare Ōtawara, Japan; International University of Health and Welfare"
1751,4382,profile/Masafumi-Noda,Masafumi Noda,,Hiroshima University | HU
1752,4384,profile/Kyoji-Furukawa,Kyoji Furukawa,,
1753,4386,profile/Qi-Fei-10,Qi Fei,,Kyoto University | Kyodai
1754,4388,profile/Nasrin-Sultana-27,Nasrin Sultana,,Hiroshima University | HU
1755,4390,profile/Heather-Lynch-2,Heather E Lynch,,Duke University | DU
1756,4391,profile/Susan-Geyer,Susan Geyer,,Radiation Effects Research Foundation Japan; The Ohio State University United States; University of South Florida United States; Mayo Clinic - Rochester
1757,4392,profile/Kengo-Yoshida-3,Kengo Yoshida,,Radiation Effects Research Foundation | RERF
1758,4396,profile/Ivo-Shterev,Ivo D Shterev,,Duke University | DU
1759,4397,profile/Alvin-Shi-2,Alvin Shi,,National Institute on Aging United States; Massachusetts Institute of Technology United States; Massachusetts Institute of Technology | MIT
1760,4399,profile/Waka-Ohishi,Waka Ohishi,,Radiation Effects Research Foundation Japan; Radiation Effects Research Foundation Japan; Radiation Effects Research Foundation Japan; Radiation Effects Research Foundation | RERF
1761,4401,profile/Junko-Kajimura,Junko Kajimura,,Radiation Effects Research Foundation | RERF
1762,4402,profile/Seishi-Kyoizumi,Seishi Kyoizumi,,Yasuda Women's UniversityJapan; Radiation Effects Research Foundation | RERF
1763,4404,profile/John-Cologne-2,John Cologne,,Radiation Effects Research Foundation Japan; be-comm mediaJapan; Radiation Effects Research Foundation | RERF
1764,4407,profile/Jun-Kurushima,Jun Kurushima,,"Kitasato University Tokyo, Japan; Gunma University Graduate School of Medicine Japan; Gunma University | Gundai"
1765,4408,profile/Motoyuki-Sugai,Motoyuki Sugai,,The National Institute of Infectious Diseases
1766,4410,profile/Fuminori-Kato-4,Fuminori Kato,,Hiroshima University | HU
1767,4413,profile/Kazuyoshi-Kobayashi-2,Kazuyoshi Kobayashi,,Nagoya University | Meidai
1768,4414,profile/Shizuo-Kayama,Shizuo Kayama,,Hiroshima University | HU
1769,4416,profile/Jun-Sato-12,Jun Sato,,Kao Corporation
1770,4418,profile/Ravi-Khattree,Ravi Khattree,,Oakland University
1771,4420,profile/Jennifer-Ronholm,Jennifer Ronholm,,"McGill University Canada; McGill University Canada; Health Canada Ottawa, Canada; McGill University | McGill"
1772,4421,profile/Linru-Wang,Linru Wang,,Canadian Food Inspection Agency
1773,4423,profile/Masaru-Ohara,Masaru Ohara,,Hiroshima University | HU
1774,4425,profile/Tomoyuki-Iwata-2,Tomoyuki Iwata,,Hiroshima University | HU
1775,4427,profile/Jumpei-Uchiyama,Jumpei Uchiyama,,"Azabu University Sagamihara, Japan; Azabu University Sagamihara, Japan; Okayama University Okayama, Japan; Okayama University"
1776,4434,profile/Hitoshi-Komatsuzawa,Hitoshi Komatsuzawa,,Hiroshima University | HU
1777,4437,profile/Sakuo-Yamada,Sakuo Yamada,,Kawasaki Medical University
1778,4441,profile/Tetsuya-Takahashi-3,Tetsuya Takahashi,,Hiroshima University | HU
1779,4444,profile/Jason-Pugh-3,Jason L Pugh,,The University of Arizona | UA
1780,4445,profile/Chris-Coplen,Chris Coplen,,The University of Arizona | UA
1781,4446,profile/Jennifer-Uhrlaub,Jennifer L Uhrlaub,,"Oregon Health and Science University Portland, United States; The University of Arizona Tucson, United States; The University of Arizona | UA"
1782,4448,profile/Harry-Cullings-2,Harry Cullings,,Radiation Effects Research Foundation | RERF
1783,4449,profile/Saeko-Fujiwara-2,Saeko Fujiwara,,
1784,4451,profile/Boram-Park,Boram Park,,National Cancer Center Korea | ncc
1785,4453,profile/Hyoeun-Shim,Hyoeun Shim,,Asan Medical CenterDepartment of Laboratory Medicine; Ajou UniversityDepartment of Laboratory Medicine; National Cancer Center Korea | ncc
1786,4454,profile/Hye-Jin-Shin,Hye-Jin Shin,,National Cancer Center Korea | ncc
1787,4460,profile/Kismet-Cordova,Kismet Cordova,,Radiation Effects Research Foundation | RERF
1788,4466,profile/Janka-Petravic,Janka Petravic,,"University of South Wales Pontypridd, Australia; Burnet Institute"
1789,4469,profile/Tomohisa-Nezu,Tomohisa Nezu,,"Hiroshima University Japan; Hiroshima University Japan; Kawasaki Medical University Kurashiki, Japan; Hiroshima University | HU"
1790,4470,profile/Naohisa-Hosomi,Naohisa Hosomi,,Hiroshima University Japan; Hiroshima University Graduate School of Biomedical & Health Sciences Japan; Chikamori Hospital Japan
1791,4471,profile/Shiro-Aoki,Shiro Aoki,,Hiroshima University | HU
1792,4474,profile/Eiji-Nakashima-2,Eiji Nakashima,,
1793,4478,profile/Gen-Suzuki-4,Gen Suzuki,,International University of Health and Welfare
1794,4484,profile/Kazuo-Neriishi,Kazuo Neriishi,,Radiation Effects Research Foundation | RERF
1795,4485,profile/Hidetaka-Eguchi,Hidetaka Eguchi,,"Radiation Effects Research Foundation Hiroshima, Japan; Radiation Effects Research Foundation Hiroshima, Japan; Saitama Medical University Japan; Juntendo University"
1796,4492,profile/Harry-Cullings,Harry M Cullings,,Radiation Effects Research Foundation | RERF
1797,4498,profile/Asami-Kawasaki-2,Asami Kawasaki,,Niigata University
1798,4499,profile/James-Trosko,James Trosko,,Michigan State University | MSU
1799,4502,profile/Kensei_Yamaguchi,Kensei Yamaguchi,,Saitama Cancer Center
1800,4516,profile/Yoshiya-Shimada,Yoshiya Shimada,,National Institutes for Quantum and Radiological Science and Technology | QST
1801,4517,profile/Makoto-Akashi-3,Makoto Akashi,,National Institutes for Quantum and Radiological Science and Technology | QST
1802,4521,profile/Miutsumi-Miyauchi,Miutsumi Miyauchi,,Hiroshima University | HU
1803,4529,profile/Noriaki-Yorioka-2,Noriaki Yorioka,,
1804,4535,profile/Masamitsu-Honma,Masamitsu Honma,,"National Institute of Health Sciences, Japan | NIHS"
1805,4537,profile/Chia-Chin-Chang-2,Chia Chin Chang,,National University of Tainan
1806,4538,profile/Brad-Upham,Brad L Upham,,Lansing Community College United States; Michigan State University | MSU
1807,4541,profile/Motohiro-Suzuki,Motohiro Suzuki,,SPring-8/RIKEN Japan; SPring-8/Japan Synchrotron Radiation Research Institute (JASRI) Japan; SPring-8
1808,4543,profile/Randall-Ruch,Randall Ruch,,University of Toledo
1809,4547,profile/Kyung-Sun-Kang,Kyung-Sun Kang,,"Seoul National University Seoul, South Korea; Seoul National University | SNU"
1810,4552,profile/Fiona-Lyng,Fiona M Lyng,,TU Dublin | TU Dublin
1811,4556,profile/Takashi-Ito-3,Takashi Ito,,"Saitama Medical University Japan; Research Center for Genomic Medicine, Saitama Medical University Japan; Nagasaki University School of Medicine Japan"
1812,4564,profile/Naohiro-Tsuyama,Naohiro Tsuyama,,Fukushima Medical University
1813,4566,profile/Ken-Hashimoto-2,Ken Hashimoto,,
1814,4568,profile/Teruo-Murakami-2,Teruo Murakami,,"Hiroshima University Hiroshima, Japan; Hiroshima International University Hiroshima, Japan; Hiroshima International University Japan; Hiroshima International University"
1815,4569,profile/Harunobu-Amagase-2,Harunobu Amagase,,
1816,4576,profile/Eiichi-Tahara,Eiichi Tahara,,
1817,4577,profile/Jun-Ichi-Hata-2,Jun-ichi Hata,,Central Institute for Experimental Animals
1818,4578,profile/Wataru-Yasui,Wataru Yasui,,Hiroshima University | HU
1819,4580,profile/Shin-Ichiro-Sumi-2,Shin-ichiro Sumi,,
1820,4581,profile/Fumikiyo-Nagawa,Fumikiyo Nagawa,,The University of Tokyo | Todai
1821,4583,profile/Leena-Peltonen,Leena Peltonen,,University of Helsinki | HY
1822,4584,profile/Darwin_Prockop2,Darwin J. Prockop,,Texas A&M University System Health Science Center | TAMHSC
1823,4586,profile/Hiroyuki-Morino,Hiroyuki Morino,,
1824,4587,profile/Takashi-Kurashige,Takashi Kurashige,,"Hiroshima Prefectural Hospital Hiroshima, Japan; Kure Medical Centre Kure, Japan; Hiroshima University Research Institute of Radiation Biology and MedicineDepartment of Molecular Epidemiology; Kure Medical Centre"
1825,4588,profile/Yukiko-Matsuda,Yukiko Matsuda,,"Radiation Effects Research Foundation Hiroshima, Japan; Radiation Effects Research Foundation | RERF"
1826,4590,profile/Hidetada-Yamada,Hidetada Yamada,,Hiroshima University | HU
1827,4591,profile/Yu-Yamazaki,Yu Yamazaki,,Mayo Foundation for Medical Education and Research | MMS
1828,4593,profile/Ruoyi-Ishikawa,Ruoyi Ishikawa,,Hiroshima University | HU
1829,4594,profile/Masahiro-Nakamori-2,Masahiro Nakamori,,Hiroshima University | HU
1830,4598,profile/Yuichi-Nishikawa,Yuichi Nishikawa,,"Hiroshima University Hospital Japan; Hiroshima University Hiroshima, Japan; Marquette University Milwaukee, United States; Kanazawa University | Kindai"
1831,4599,profile/Ales-Holobar-2,Ales Holobar,,"University of Maribor Maribor, Slovenia; University of Maribor | UM"
1832,4600,profile/Kohei-Watanabe-6,Kohei Watanabe,,"Nagoya University Nagoya, Japan; Japan Society for the Promotion of Science Kyoto, Japan; Chukyo University Nagoya, Japan; Chukyo University"
1833,4603,profile/Noriaki-Maeda,Noriaki Maeda,,"Hiroshima University Hiroshima, Japan; Hiroshima University Hiroshima, Japan; Hiroshima University | HU"
1834,4605,profile/Yoshito-Nagano,Yoshito Nagano,,Mitsubishi Tanabe Pharma Corporation | MT Pharma
1835,4609,profile/Michiko-Yamada-2,Michiko Yamada,,Radiation Effects Research Foundation | RERF
1836,4611,profile/Shuhei-Kawade,Shuhei Kawade,,
1837,4616,profile/Hiroki-Ueno,Hiroki Ueno,,Hiroshima City Hospital
1838,4619,profile/Tejashwi-Shrestha,Tejashwi Shrestha,,Hiroshima University | HU
1839,4620,profile/Chengyu-Li-10,Chengyu Li,,Hiroshima University | HU
1840,4621,profile/Masayasu-Matsumoto,Masayasu Matsumoto,,"Hiroshima University Hospital Hiroshima, Japan; Hiroshima University Hiroshima, Japan; Hoshigaoka Medical Center, Japan Community Healthcare Organization Hirakata, Japan; Hiroshima University | HU"
1841,4623,profile/Takahiro-Seki-5,Takahiro Seki,,"Kumamoto University Kumamoto, Japan; Kumamoto University Kumamoto, Japan; Himeji Dokkyo University Japan; Himeji Dokkyo University"
1842,4626,profile/Tomoyasu-Matsubara,Tomoyasu Matsubara,,
1843,4629,profile/Eiji-Kinoshita,Eiji Kinoshita,,
1844,4632,profile/Takanori-Kokubun,Takanori Kokubun,,"Saitama Prefectural University Koshigaya, Japan; Saitama Prefectural University Japan; Saitama Prefectural University"
1845,4633,profile/Naohiko-Kanemura,Naohiko Kanemura,,Saitama Prefectural University
1846,4636,profile/Hiroyuki-Naito,Hiroyuki Naito,,Hiroshima University | HU
1847,4640,profile/Shunsuke-Taito-2,Shunsuke Taito,,Hiroshima University | HU
1848,4642,profile/Yukari-Shinozaki,Yukari Shinozaki,,Hiroshima University | HU
1849,4643,profile/Hirofumi-Maruyama,Hirofumi Maruyama,,Hiroshima University Japan; Hiroshima University Japan; Hiroshima University | HU
1850,4645,profile/Hiroshi-Nagayama-2,Hiroshi Nagayama,,Nippon Medical School
1851,4647,profile/Hiroki-Fujii-2,Hiroki Fujii,,Hiroshima University | HU
1852,4648,profile/Shigeru_Tanaka3,Shigeru Tanaka,,Jumonji University
1853,4652,profile/Nobuhiro-Nakai-2,Nobuhiro Nakai,,Kobe University | Shindai
1854,4654,profile/Kazuhide-Ochi,Kazuhide Ochi,,Hiroshima UniversityGraduate School of Biomedical and Health Sciences; Hiroshima University | HU
1855,4657,profile/Eiichi-Nomura-3,Eiichi Nomura,,"Hiroshima University Hiroshima, Japan; Suiseikai Kajikawa HospitalNeurology; Suiseikai Kajikawa Hospital Japan"
1856,4658,profile/Akifumi-Suzuki,Akifumi Suzuki,,
1857,4659,profile/Isao-Inoue,Isao Inoue,,
1858,4668,profile/Takamichi-Sugimoto,Takamichi Sugimoto,,"Chugoku Rosai Hospital Japan; Hiroshima City Hiroshima Citizens Hospital Hiroshima, Japan; Hiroshima University Hiroshima, Japan"
1859,4675,profile/Shoji-Kubo-2,Shoji Kubo,,Osaka City University | OCU
1860,4676,profile/Taku-Hatano,Taku Hatano,,Juntendo University
1861,4678,profile/Dohi-Eisuke,Dohi Eisuke,,"Johns Hopkins MedicineBaltimore, United States; University of Alabama at BirminghamBirmingham, United States; Niigata University Niigata, Japan; National Center of Neurology and Psychiatry"
1862,4680,profile/Wataru-Sako,Wataru Sako,,"The Feinstein Institute for Medical Research New York City, United States; The University of Tokushima Tokushima, Japan; Juntendo University"
1863,4681,profile/Satoshi-Goto-2,Satoshi Goto,,
1864,4682,profile/Tomoyo-Sawada,Tomoyo Sawada,,Lieber Institute for Brain Development
1865,4687,profile/Susan-Geyer-2,Susan M Geyer,,The Ohio State University | OSU
1866,4688,profile/Nobuo-Nishi,Nobuo Nishi,,Iwate Medical University Japan; Radiation Effects Research FoundationJapan; National Institute of Health and NutritionJapan; National Institute of Health and Nutrition
1867,4689,profile/Tomohiko-Ohshita-2,Tomohiko Ohshita,,Hiroshima University | HU
1868,4691,profile/Masaharu-Maruishi,Masaharu Maruishi,,"Hiroshima Prefectural UniversityHiroshima, Japan"
1869,4693,profile/Toshitaka-Nakamura-2,Toshitaka Nakamura,,University of Occupational and Environmental Health
1870,4697,profile/Naoko-Adachi,Naoko Adachi,,Kobe University | Shindai
1871,4701,profile/Isha-Shrestha-2,Isha Shrestha,,
1872,4720,profile/Hideshi-Kawakami,Hideshi Kawakami,,National Utano Hospital Japan; Hiroshima University Japan; Hiroshima University Japan; Hiroshima University | HU
1873,4726,profile/Toshirou-Kondoh-2,Toshirou Kondoh,,Nihon University | Nichidai
1874,4727,profile/Masayuki-Fukuda,Masayuki Fukuda,,"Akita University Hospital Akita, Japan; Akita University"
1875,4729,profile/Hiroshi-Takano,Hiroshi Takano,,Akita University
1876,4731,profile/Yu-Xiang-Zhang-4,Yu-xiang Zhang,,Capital Medical University | CCMU
1877,4736,profile/Hiroyuki-Oikawa,Hiroyuki Oikawa,,Japanese Red Cross
1878,4740,profile/Yuishin-Izumi,Yuishin Izumi,,The University of Tokushima
1879,4742,profile/Sarah-Pierce-2,Sarah Pierce,,University of Washington Seattle | UW
1880,4744,profile/Keiko-Muguruma,Keiko Muguruma,,"Osaka University Suita, Japan; RIKEN Kobe, Japan; Kansai Medical University"
1881,4745,profile/Ryosuke-Miyamoto,Ryosuke Miyamoto,,"The University of Tokushima Tokushima, Japan; The University of Tokushima"
1882,4748,profile/Kodai-Kume,Kodai Kume,,"Hiroshima University Research Institute for Radiation Biology and MedicineDepartment of Epidemiology; Kagawa University Takamatsu, Japan; Hiroshima University Research Institute for Radiation Biology and MedicineDepartment of Epidemiology"
1883,4750,profile/Hiroshi-Doi-2,Hiroshi Doi,,"Yokohama City University Yokohama, Japan; Yokohama City University Yokohama, Japan; Yokohama City University | YCU"
1884,4751,profile/Hiroaki-Yaguchi-2,Hiroaki Yaguchi,,Hokkaido University | Hokudai
1885,4755,profile/Mai-Kikumoto,Mai Kikumoto,,Hiroshima University | HU
1886,4758,profile/Shotaro-Haji,Shotaro Haji,,The University of Tokushima
1887,4759,profile/Yusuke-Osaki-3,Yusuke Osaki,,The University of Tokushima
1888,4761,profile/Shuichiro-Neshige,Shuichiro Neshige,,Hiroshima University | HU
1889,4765,profile/Koji-Fujita-9,Koji Fujita,,The University of Tokushima Japan; The University of Tokushima
1890,4766,profile/Ryosuke-Oki,Ryosuke Oki,,The University of Tokushima
1891,4768,profile/Megumi-Toko,Megumi Toko,,Hiroshima University | HU
1892,4776,profile/Miwako-Yamasaki,Miwako Yamasaki,,Hokkaido University | Hokudai
1893,4777,profile/Manabu-Abe,Manabu Abe,,Niigata University
1894,4780,profile/Tadayuki-Takata,Tadayuki Takata,,Kagawa University
1895,4783,profile/Kazuhisa-Ouhara,Kazuhisa Ouhara,,Hiroshima University | HU
1896,4787,profile/Komure-Osamu,Komure Osamu,,
1897,4789,profile/Amanda-Ramos-8,Amanda Ramos,,"University of Porto Porto, Portugal; Autonomous University of Barcelona | UAB"
1898,4790,profile/Ana-Rosa-Melo,Ana  Rosa Vieira Melo,,University of the Azores | UAc
1899,4791,profile/Mafalda-Raposo-2,Mafalda Raposo,,University of the Azores | UAc
1900,4796,profile/Tatsuo-Miyamoto,Tatsuo Miyamoto,,"Kyoto University Kyoto, Japan; Hiroshima University Japan; Yamaguchi University"
1901,4797,profile/Silvia-Akutsu,Silvia Akutsu,,Hiroshima University | HU
1902,4802,profile/Naoki-Saji,Naoki Saji,,"Hyogo Brain and Heart Center Himeji, Japan; Kawasaki Medical School Japan; National Center for Geriatrics and Gerontology Japan; National Center for Geriatrics and Gerontology | NCGG"
