,ner_id,link,name,orcid,affiliation
918,2316,profile/A-Adandonon,A. Adandonon,,
919,2318,profile/Aac-Sinzogan,A.A.C. Sinzogan,,University of Abomey-Calavi | UAC
920,2319,profile/Jean-Marcel-Deguenon,Jean Marcel Deguenon,,North Carolina State University | NCSU
921,2321,profile/Sossou-Comlan-Herve,Sossou Comlan Herve,,
922,2323,profile/Vincent-Ezin,Vincent Ezin,,
923,2325,profile/Houinssou-Dedehouanou,Houinssou Dedehouanou,,
924,2326,profile/Antoine-Affokpon,Antoine Affokpon,,"Université d'Abomey-Calavi Dassa-Zoumé, Benin; Université d'Abomey-Calavi Abomey-Calavi, Benin; University of Abomey-Calavi Cotonou, Benin; University of Abomey-Calavi | UAC"
925,2328,profile/Manuele-Tamo,Manuele Tamo,,Consultative Group on International Agricultural Research | CGIAR
926,2329,profile/Ranajit-Bandyopadhyay,Ranajit Bandyopadhyay,,"International Institute of Tropical AgricultureIbadan, Nigeria; International Institute of Tropical Agriculture | IITA"
927,2330,profile/Harry-Bottenberg,Harry Bottenberg,,United States Agency for International Development (USAID) | USAID
928,2332,profile/Miriam-Karlsson,Miriam Karlsson,,CIAT ColombiaEntomologia de yuca; Addis Ababa University / Swedish University of Agricultural SciencesEthiopia; l´Institute International d´Agriculture Tropical IITABenin
929,2333,profile/Mama-Sambo-Sahadatou-2,Mama Sambo Sahadatou,,
930,2334,profile/Ayomide-Zannou-2,Ayomidé Joseph Zannou,,Agroscope
931,2337,profile/Kindomihou-Valentin,Kindomihou Valentin,,"FSA,UACAnimal Production Department; FSA,UACAnimal Production Department; Faculty of Agronomic Sciences, University of Abomey CalaviDepartment of Animal Production"
932,2339,profile/Pelagie-Agbobatinkpo-2,Pelagie Agbobatinkpo,,University of Abomey-Calavi | UAC
933,2340,profile/Ahoyo-Adjovi-Nestor-Rene,Ahoyo Adjovi Nestor René .,,
934,2341,profile/Ygue-Adegbola,Ygué Patrice Adegbola,,National Institute of Agricultural Research of Benin | INRAB
935,2344,profile/Peninna-Deberdt,Péninna Deberdt,,Cirad - La recherche agronomique pour le développement | CIRAD
936,2347,profile/Agossou-D-P-Noumavo,Agossou D. P. Noumavo,,
937,2348,profile/Gbatchin-M-Emeric-Kochoni,Gbatchin M. Emeric Kochoni,,Institut National de la Recherche Scientifique | INRS
938,2349,profile/Yedeou-Didagbe,Yédéou O. Didagbé,,
939,2350,profile/Adolphe-Adjanohoun,Adolphe Adjanohoun,,
940,2352,profile/Rodrigue-Gbedomon,Rodrigue Castro Gbedomon,,"University of Abomey-Calavi Cotonou, Benin; Laboratory of Biomathematics and Forest EstimationDepartment of Environment; Laboratory of Biomathematics and Forest Estimation Abomey-Calavi, Benin; University of Geneva | UNIGE"
941,2353,profile/Elisabeth-Zannou,Elisabeth Zannou,,University of Abomey-Calavi | UAC
942,2355,profile/Marcellin-Allagbe,Marcellin Allagbe,,National Institute of Agricultural Research of Benin | INRAB
943,2357,profile/Lamine-Baba-Moussa,Lamine Baba-Moussa,,University of Strasbourg France; University of Strasbourg France; University of Strasbourg France; University of Abomey-Calavi | UAC
944,2360,profile/Fenton-Beed,Fenton Douglas Beed,,"International Institute of Tropical Agriculture Ibadan, Nigeria; World Vegetable CenterThailand; FAO Italy; Food and Agriculture Organization of the United Nations | FAO"
945,2361,profile/Stephan-Winter-4,Stephan Winter,,Leibniz Institut DSMZ - Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH | DSMZ
946,2364,profile/A-Zannou,A. Zannou,,University of Abomey-Calavi | UAC
947,2365,profile/Gualbert-Gbehounou,Gualbert Gbehounou,,Food and Agriculture Organization of the United Nations | FAO
948,2370,profile/Francoise-Komlan,Françoise Assogba Komlan,,National Institute of Agricultural Research of Benin | INRAB
949,2371,profile/Prudent-Anihouvi,Prudent Placide Anihouvi,,National Institute of Agricultural Research of BeninBenin; University of Liège Belgium
950,2372,profile/Enoch-Achigan-Dako,Enoch Gbenato Achigan-Dako,,"Plant Resources of Tropical Africa Nairobi, Kenya; University of Abomey-Calavi Cotonou, Benin; University of Abomey-CalaviCotonou, Benin; University of Abomey-Calavi | UAC"
951,2377,profile/Olajumoke-Alabi,Olajumoke Alabi,,University of Ibadan
952,2380,profile/Yefoungnigui-Yeo-4,Yéfoungnigui Souleymane Yeo,,"University ""Félix Houphouët-Boigny"""
953,2381,profile/Dio-D-Dembele,Dio D. Dembele,,"University ""Félix Houphouët-Boigny"""
954,2383,profile/Dominique-Sagou,Dominique Sagou,,"University ""Félix Houphouët-Boigny"""
955,2386,profile/Tuo-Seydou,Tuo Seydou,,"University ""Félix Houphouët-Boigny"""
956,2387,profile/M-Kassi,M. F. Kassi,,"University ""Félix Houphouët-Boigny"""
957,2388,profile/Sanogo-Souleymane,Sanogo Souleymane,,"University ""Félix Houphouët-Boigny"""
958,2390,profile/Silue-Tenena,Silue Tenena,,
959,2392,profile/Gilchrist-Kouadio,Gilchrist Yves Edouard Kouadio,,"University ""Félix Houphouët-Boigny"""
960,2393,profile/Mamadou-Cherif,Mamadou Cherif,,"University ""Félix Houphouët-Boigny"" Abidjan, Ivory Coast; University ""Félix Houphouët-Boigny"""
961,2395,profile/Nguessan-Carine,N’Guessan Aya Carine,,Université Péléforo-Gbon-Coulibaly
962,2396,profile/Brahima-Camara,Brahima Camara,,"University ""Félix Houphouët-Boigny"""
963,2397,profile/Doumbouya-Mohamed,Doumbouya Mohamed,,
964,2399,profile/Kakou-Junior,Kakou Didier Junior,,
965,2400,profile/Kouabenan-Abo,Kouabenan Abo,,Institut National Polytechnique Félix Houphouët-Boigny | INPHB
966,2402,profile/Isabelle-Grechi,Isabelle Grechi,,Cirad - La recherche agronomique pour le développement | CIRAD
967,2404,profile/Ehui-Kouadio-Jean-Nestor,Ehui kouadio Kouadio Jean Nestor,,"University ""Félix Houphouët-Boigny"""
968,2405,profile/Bolou-Antoine,Bolou Bi Antoine,,"University ""Félix Houphouët-Boigny"""
969,2406,profile/Arthur-Martin-Affery,Arthur Martin AFFERY Affery,,"University ""Félix Houphouët-Boigny"""
970,2408,profile/Anitha-Prakash-Rao,Anitha Prakash Rao,,University of Calabar | unical
971,2409,profile/B-Agbo,B. E. Agbo,,"University of Calabar Calabar, Nigeria; University of Calabar | unical"
972,2410,profile/Nsikan-Udoekong,Nsikan Samuel Udoekong,,
973,2413,profile/Konan-Dibi,Konan Evrard Brice Dibi,,"National Centre for Agricultural Research Abidjan, Ivory Coast; National Centre for Agricultural Research | CNRA"
974,2414,profile/Kouakou-Amani-Michel,Kouakou Amani Michel,,National Centre for Agricultural Research | CNRA
975,2416,profile/Tanoh-Kouakou,Tanoh Hilaire Kouakou,,Université Nangui Abrogoua
976,2417,profile/Ncho-Achi,Ncho Achi,,National Centre for Agricultural Research | CNRA
977,2419,profile/Silue-Nakpalo,Silue Nakpalo,,"University ""Félix Houphouët-Boigny"""
978,2421,profile/Johnson-Felicia,Johnson Félicia,,
979,2423,profile/Yeo-Gnenakan,Yeo Gnénakan,,
980,2424,profile/Abou-Kouassi-2,Abou Bakari Kouassi,,"University ""Félix Houphouët-Boigny"""
981,2429,profile/Yeo-Edwige,Yeo Foungnigué Edwige,,"University ""Félix Houphouët-Boigny"""
982,2432,profile/Soro-Sibirina,Soro Sibirina,,
983,2436,profile/Obiora-Eneanya,Obiora Eneanya,,The Carter Center
984,2438,profile/Adjata-Kamara-2,Adjata Kamara,,University of Greenwich
985,2439,profile/Ndri-Ngoran,N'Dri Séverin N'Goran,,"University ""Félix Houphouët-Boigny"""
986,2441,profile/Elena-Arsevska,Elena Arsevska,,"Ss. Cyril and Methodius University in SkopjeFaculty of Medicine; Agence Nationale de Sécurité Sanitaire de l'Alimentation, de l'Environnement et du Travail Maisons-Alfort, France; Cirad - La recherche agronomique pour le développement | CIRAD"
987,2442,profile/Tomislav-Hengl,Tomislav Hengl,,"Universiteit van Amsterdam Netherlands; ISRIC - World Soil InformationWageningen, Netherlands; Envirometrix Ltd"
988,2444,profile/Peter-John-Noble-2,Peter-John Mäntylä Noble,,University of Liverpool | UoL
989,2446,profile/Peter-Fischer-2,Peter U Fischer,,"Washington University in St. Louis United States; Washington University in St. Louis United States; Washington University in St. Louis United States; Washington University in St. Louis | WUSTL , Wash U"
990,2447,profile/Gary-Weil,Gary Weil,,"Washington University in St. Louis | WUSTL , Wash U"
991,2449,profile/Uwem-Ekpo,Uwem Friday Ekpo,,"Independent ResearcherDepartment of Biological Sciences; Swiss Tropical and Public Health Institute Basel, Switzerland; University of Agriculture, Abeokuta Nigeria; University of Agriculture, Abeokuta"
992,2451,profile/Charles-Goss-2,Charles W. Goss,,"Washington University in St. Louis | WUSTL , Wash U"
993,2453,profile/Lincoln-Gankpala,Lincoln Gankpala,,
994,2454,profile/Fatorma-Bolay,Fatorma K. Bolay,,
995,2456,profile/Victor-Oguoma,Victor Oguoma,,"Menzies School of Health Research Darwin, Australia; University of Canberra Canberra, Australia; The University of QueenslandBrisbane, Australia; The University of Queensland | UQ"
996,2457,profile/Anayochukwu-Anyasodor,Anayochukwu Edward Anyasodor,,"Charles Sturt University Orange, Australia; Western Sydney University Bathurst, Australia; Charles Sturt University"
997,2458,profile/Adeniyi-Adeleye-2,Adeniyi Olanrewaju Adeleye,,"Gold Coast University Hospital Southport, Australia; Central Queensland University"
998,2460,profile/Claudio-Fronterre,Claudio Fronterrè,,Lancaster University | LU
999,2461,profile/Ifeoma-Anagbogu,Ifeoma Anagbogu,,University of Abuja
1000,2462,profile/Chukwu-Okoronkwo,Chukwu Okoronkwo,,
1001,2466,profile/Jorge-Cano-3,Jorge Cano,,"London School of Hygiene and Tropical Medicine United Kingdom; London School of Hygiene and Tropical Medicine United Kingdom; London School of Hygiene and Tropical Medicine London, United Kingdom"
1002,2469,profile/Dn-Aribodor,D.N Aribodor,,"Nnamdi Azikiwe University, Awka Awka, Nigeria; Nnamdi Azikiwe University, Awka Awka, Nigeria; Nnamdi Azikiwe University, Awka Awka, Nigeria; Nnamdi Azikiwe University, Awka | Unizik"
1003,2470,profile/Ogechukwu-Aribodor,Ogechukwu Benedicta Aribodor,,"Nnamdi Azikiwe University, Awka | Unizik"
1004,2471,profile/Obiageli-Emelumadu,Obiageli F Emelumadu,,"Nnamdi Azikiwe University, Awka Awka, Nigeria; Nnamdi Azikiwe University, Awka Awka, Nigeria; Nnamdi Azikiwe University, Awka | Unizik"
1005,2473,profile/Richard-Hubbard-3,Richard Hubbard,,University of Nottingham | Notts
1006,2474,profile/Robert-Sanders-11,Robert D Sanders,,The University of Sydney
1007,2475,profile/Puja-Myles,Puja Myles,,
1008,2477,profile/Fanny-Bouyer,Fanny Bouyer,,"Institut Sénégalais de Recherches AgricolesDakar, Senegal"
1009,2478,profile/Oumy-Thiongane,Oumy Baala Thiongane,,L’Institut de recherche pour le développement (IRD) Benin; Cirad - La recherche agronomique pour le développement | CIRAD
1010,2479,profile/Alexandre-Hobeika,Alexandre Hobeika,,Cirad - La recherche agronomique pour le développement | CIRAD
1011,2481,profile/Kamran-Mirzaie-2,Kamran Mirzaie,,
1012,2482,profile/Shahir-Mowlaei,Shahir Mowlaei,,
1013,2483,profile/Bouda-Vosough-Ahmadi,Bouda Vosough Ahmadi,,"European CommissionAgriculture and Rural Development (AGRI); Scotland's Rural College Edinburgh, United Kingdom; Food and Agriculture Organization of the United Nations Italy; Food and Agriculture Organization of the United Nations | FAO"
1014,2485,profile/Sarah-Valentin-4,Sarah Valentin,,Cirad - La recherche agronomique pour le développement | CIRAD
1015,2486,profile/Bahdja-Boudoua,Bahdja Boudoua,,"French National Institute for Agriculture, Food, and Environment (INRAE) | INRAE"
1016,2488,profile/Andrea-Apolloni,Andrea Apolloni,,Cirad - La recherche agronomique pour le développement | CIRAD
1017,2489,profile/Mamadou-Ciss,Mamadou Ciss,,"ARVALIS Institut du végétalParis, France; French National Institute for Agriculture, Food, and Environment (INRAE) | INRAE"
1018,2491,profile/Timothee-Dub,Timothée Dub,,Finnish Institute for Health and Welfare | THL
1019,2492,profile/Henna-Maekelae,Henna Mäkelä,,
1020,2493,profile/Agnes-Leblond-3,Agnès Leblond,,VetAgro Sup
1021,2495,profile/Syed-Mehtab-Alam,Syed Mehtab Alam,,Cirad - La recherche agronomique pour le développement | CIRAD
1022,2496,profile/Mathieu-Roche,Mathieu Roche,,"Université de Montpellier Montpellier, France; Université de MontpellierFrance; Cirad - La recherche agronomique pour le développement France; Cirad - La recherche agronomique pour le développement | CIRAD"
1023,2497,profile/Maguelonne-Teisseire,Maguelonne Teisseire,,"French National Institute for Agriculture, Food, and Environment (INRAE) | INRAE"
1024,2500,profile/Valerie-De-Waele-2,Valérie De Waele,,Service Public de Wallonie
1025,2505,profile/Sylvain-Falala,Sylvain Falala,,"French National Institute for Agriculture, Food, and Environment (INRAE) | INRAE"
1026,2508,profile/Alize-Mercier,Alizé Mercier,,Cirad - La recherche agronomique pour le développement France; Santé Publique France
1027,2510,profile/Cecile-Squarzoni-Diaw,Cecile Squarzoni Diaw,,Cirad - La recherche agronomique pour le développement | CIRAD
1028,2511,profile/Sana-Kalthoum,Sana Kalthoum,,
1029,2512,profile/Hammami-Pachka,Hammami Pachka,,Cirad - La recherche agronomique pour le développement | CIRAD
1030,2514,profile/Renaud-Lancelot,Renaud Lancelot,,"Cirad - La recherche agronomique pour le développement Montpellier, France; Cirad - La recherche agronomique pour le développement Montpellier, France; Cirad - La recherche agronomique pour le développement France; Cirad - La recherche agronomique pour le développement | CIRAD"
1031,2516,profile/Osama-Hassan-4,Osama Ahmed Hassan,,Umeå University | UMU
1032,2518,profile/Samiha-Fadloun,Samiha Fadloun,,Ecole Nationale Supérieure d'Informatique | ESI
1033,2519,profile/Arnaud-Sallaberry,Arnaud Sallaberry,,"Laboratoire Bordelais de Recherche en InformatiqueBordeaux, France; University of California, Davis Davis, United States; Paul Valéry University, Montpellier 3"
1034,2521,profile/Julien-Rabatel,Julien Rabatel,,Université de Montpellier | UM1
1035,2523,profile/Jocelyn-De-Goer-De-Herve,Jocelyn De Goër De Herve,,"French National Institute for Agriculture, Food, and Environment (INRAE) | INRAE"
1036,2526,profile/Pascal-Hendrikx,Pascal Hendrikx,,"Agence Nationale de Sécurité Sanitaire de l'Alimentation, de l'Environnement et du Travail Lyon, France; Cirad - La recherche agronomique pour le développement | CIRAD"
1037,2530,profile/Jihene-Hellal,Jihène Hellal,,
1038,2531,profile/Selma-Mejri-3,Selma Mejri,,University of Tunis El Manar | FST
1039,2532,profile/Salah-Hammami,Salah Hammami,,"Université de la Manouba, Ecole Nationale de Médecine VétérinaireMicrobiology- Immunology; University of Tunis El Manar Tunis, Tunisia; Institut Supérieur de Biotechnologie de Sidi ThabetTunisia"
1040,2537,profile/Jeremy-Bouyer,Jérémy Bouyer,,"Centre international de recherche-développement sur l'elevage en zone subhumide (CIRDES)Bobo-Dioulasso, Burkina Faso; Institut Sénégalais de Recherches Agricoles Dakar, Senegal; Institute of Research for DevelopmentFrance; Cirad - La recherche agronomique pour le développement | CIRAD"
1041,2538,profile/Baba-Sall,Baba Sall,,
1042,2540,profile/Ahmadou-Hamady-Dicko,Ahmadou Hamady Dicko,,"Institut Sénégalais de Recherches AgricolesDakar, Senegal; Cirad - La recherche agronomique pour le développement | CIRAD"
1043,2542,profile/Meritxell-Donadeu,Meritxell Donadeu,,University of Melbourne | MSD
1044,2543,profile/Tim-Rowan,Tim Rowan,,
1045,2545,profile/Naferima-Kone,Naférima Koné,,"Centre international de recherche-développement sur l'elevage en zone subhumide (CIRDES) Bobo-Dioulasso, Burkina Faso"
1046,2546,profile/Herve-Vitouley,Hervé S Vitouley,,Centre international de recherche-développement sur l'elevage en zone subhumide (CIRDES) | CIRDES
1047,2547,profile/Issa-Sidibe,Issa Sidibé,,Centre international de recherche-développement sur l'elevage en zone subhumide (CIRDES) | CIRDES
1048,2549,profile/Seyni-Hamadou,Seyni Hamadou,,
1049,2553,profile/Lucie-Marquereau,Lucie Marquereau,,Institute of Research for Development | IRD
1050,2554,profile/Hanano-Yamada,Hanano Yamada,,"International Atomic Energy Agency (IAEA) Vienna, Austria; International Atomic Energy Agency (IAEA) Vienna, Austria; International Atomic Energy Agency (IAEA) | IAEA"
1051,2555,profile/Damiens-David,Damiens David,,"Centre de recherche et de développement en horticultureCanada; Université Catholique de Louvain - UCLouvainBelgium; International Atomic Energy Agency (IAEA)Vienna, Austria"
1052,2557,profile/Lucas-Henrique-Prates,Lucas Henrique Figueiredo Prates,,Justus-Liebig-Universität Gießen | JLU
1053,2559,profile/Wadaka-Mamai,Wadaka Mamaï,,"International Atomic Energy Agency (IAEA)Vienna, Austria; Institute of Agricultural Research for Development, IRAD-CamerounYaoundé, Cameroon; International Atomic Energy Agency (IAEA) Vienna, Austria; International Atomic Energy Agency (IAEA) | IAEA"
1054,2561,profile/Assane-Fall-2,Assane G Fall,,Institut Sénégalais de Recherches Agricoles | ISRA
1055,2562,profile/Mame-Bakhoum,Mame Thierno Bakhoum,,"Institut Sénégalais de Recherches Agricoles Dakar, Senegal"
1056,2564,profile/Guihini-Brahim,Guihini Mollo Brahim,,
1057,2565,profile/H-Mahamat,H. M. Mahamat,,
1058,2568,profile/Hamidou-Maiga,Hamidou Maiga,,International Atomic Energy Agency (IAEA) Austria; International Atomic Energy Agency (IAEA) Austria; International Atomic Energy Agency (IAEA) Austria
1059,2569,profile/Yongjun-Li-15,Yongjun Li,,
1060,2571,profile/Fabrizio-Balestrino,Fabrizio Balestrino,,Centro Agricoltura Ambiente “Giorgio Nicoli” | CAA
1061,2572,profile/Nanwintoum-Severin-Bimbile-Somda,Nanwintoum Séverin Bimbilé Somda,,"International Atomic Energy Agency (IAEA) Vienna, Austria; International Atomic Energy Agency (IAEA) | IAEA"
1062,2573,profile/Michael-Samuel,Michael Samuel,,"University of the Witwatersrand Johannesburg, South Africa; University of the Witwatersrand Johannesburg, South Africa; National Institute for Communicable Diseases"
1063,2575,profile/Celia-Lutrat,Célia Lutrat,,
1064,2576,profile/Myriam-Burckbuchler,Myriam Burckbuchler,,"Institut National de la Recherche AgronomiqueColmar, France; Institut National de la Recherche AgronomiqueColmar, France; Institut de Biologie Moléculaire et Cellulaire (IBMC) Strasbourg, France; Institut de Biologie Moléculaire et Cellulaire (IBMC) | IBMC"
1065,2578,profile/Remy-Beugnon,Rémy Beugnon,,"Swedish University of Agricultural Sciences Umeå, Sweden; Université de Montpellier France; German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig Leipzig, Germany; German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig | iDiv"
1066,2580,profile/Jean-Deguine,Jean Philippe Deguine,,Cirad - La recherche agronomique pour le développement | CIRAD
1067,2581,profile/Stephane-Bellon,Stéphane Bellon,,"French National Institute for Agriculture, Food, and Environment (INRAE) | INRAE"
1068,2583,profile/Soumaila-Pagabeleguem,Soumaïla Pagabeleguem,,
1069,2584,profile/Oumar-Koughuindida,Oumar Koughuindida,,Université polytechnique de Bobo-Dioulasso | UPB
1070,2585,profile/Ernest-Salou,Ernest Wendemanegde Salou,,
1071,2586,profile/Geoffrey-Gimonneau,Geoffrey Gimonneau,,"Institut Sénégalais de Recherches Agricoles; Cirad - La recherche agronomique pour le développement Marseille, France; Cirad - La recherche agronomique pour le développement Paris, France; Cirad - La recherche agronomique pour le développement | CIRAD"
1072,2588,profile/Rafael-Herrero-4,Rafael Argilés Herrero,,International Atomic Energy Agency (IAEA) | IAEA
1073,2592,profile/Gorgui-Diouf-3,Gorgui Diouf,,Institut Sénégalais de Recherches Agricoles | ISRA
1074,2596,profile/Benewende-Kabore-2,Bénéwendé Aristide Kaboré,,Insectatium de Bobo-DioulassoIntegreted Pest Management Department; International Atomic Energy Agency (IAEA) | IAEA
1075,2598,profile/Louis-Gouagna,Louis clement Gouagna,,Institute of Research for Development | IRD
1076,2603,profile/Ibrahim-Sangare,Ibrahim Sangare,,"Research Institute of Health Sciences Bobo-Dioulasso, Burkina Faso; Institute of Research for Development Montpellier, France; Université polytechnique de Bobo-Dioulasso Bobo-Dioulasso, Burkina Faso"
1077,2604,profile/Simon-Sawadogo,Simon P Sawadogo,,Research Institute of Health Sciences | IRSS
1078,2606,profile/Enkelejda-Velo,Enkelejda Velo,,"Institute of Public Health of Albania Tirana, Albania; Institute of Public Health of Albania"
1079,2607,profile/Perparim-Kadriaj-2,Perparim Kadriaj,,Institute of Public Health of Albania
1080,2608,profile/Danilo-Carvalho-7,Danilo Oliveira Carvalho,,"Oxitec Ltd; Biofábrica Moscamed Brasil; Universidade de São PauloBrazil; International Atomic Energy Agency (IAEA) Seibersdorf, Austria; International Atomic Energy Agency (IAEA) | IAEA"
1081,2610,profile/Arianna-Puggioli,Arianna Puggioli,,Centro Agricoltura Ambiente “Giorgio Nicoli” Italy; Centro Agricoltura Ambiente “Giorgio Nicoli” | CAA
1082,2611,profile/Marco_Malfacini,Marco Malfacini,,Centro Agricoltura Ambiente “Giorgio Nicoli” | CAA
1083,2612,profile/Alessandro-Albieri,Alessandro Albieri,,"Centro Agricoltura Ambiente “Giorgio Nicoli”Italy; International Atomic Energy Agency (IAEA) Italy; Centro Agricoltura Ambiente “Giorgio Nicoli”Crevalcore, Italy; Centro Agricoltura Ambiente “Giorgio Nicoli” | CAA"
1084,2615,profile/Eva-Veronesi,Eva Veronesi,,"MSD Animal HealthNetherlands; Regione Emilia-RomagnaItaly; University of Zurich, National Center for Vector Entomology Switzerland"
1085,2619,profile/Vanessa-Dias-3,Vanessa Simões Dias,,"USDA, GAINESVILLE, FL Gainesville, United States; University of Florida Gainesville, United States; International Atomic Energy Agency (IAEA) Austria; International Atomic Energy Agency (IAEA) | IAEA"
1086,2621,profile/Tharaka-Ranathunge,Tharaka Ranathunge,,University of Kelaniya
1087,2622,profile/Jeevanie-Harishchandra,Jeevanie Harishchandra,,
1088,2624,profile/Thierry-Baldet,Thierry Baldet,,Cirad - La recherche agronomique pour le développement | CIRAD
1089,2626,profile/Percoma-Lassane-2,Percoma Lassané,,
1090,2627,profile/Zakaria-Bengaly,Zakaria Bengaly,,Centre international de recherche-développement sur l'elevage en zone subhumide (CIRDES) | CIRDES
1091,2630,profile/Chantel-Janet-De-Beer-2,Chantel Janet De Beer,,"Agricultural Research Council, South AfricaPretoria, South Africa; International Atomic Energy Agency (IAEA) | IAEA"
1092,2631,profile/Percy-Moyaba,Percy Moyaba,,"Agricultural Research Council, South Africa | ARC"
1093,2633,profile/Carlos-Caceres-10,Carlos Cáceres,,National University of San Marcos | UNMSM
1094,2635,profile/Rene-Gato-Armas,Rene Gato Armas,,"Pedro Kourí Tropical Medicine Institute Havana, Cuba"
1095,2636,profile/Zulema-Menendez,Zulema Menéndez,,Pedro Kourí Tropical Medicine Institute Cuba; Tropical Medicine Institute  Pedro Kouri Cuba; Pedro Kourí Tropical Medicine Institute Cuba; Pedro Kourí Tropical Medicine Institute | IPK
1096,2637,profile/Enrique-Prieto-2,Enrique Prieto,,Centro de Aplicaciones Tecnológicas y Desarrollo Nuclear | CEADEN
1097,2639,profile/Kostas-Bourtzis,Kostas Bourtzis,,
1098,2641,profile/Marion-Haramboure,Marion Haramboure,,Cirad - La recherche agronomique pour le développement | CIRAD
1099,2642,profile/Gregory-Lambert-3,Grégory L'Ambert,,
1100,2644,profile/Moussa-Fall-4,Moussa Fall,,Institut Sénégalais de Recherches Agricoles | ISRA
1101,2646,profile/Clelia-Oliva,Clelia Felice Oliva,,"Polo d'Innovazione Genomica, Genetica e BiologiaPerugia, Italy; Micro-entrepreneurMontpellier, France; CTIFL France"
1102,2647,profile/Mark-Benedict,Mark Quentin Benedict,,"Centers for Disease Control and Prevention Atlanta, United States; Centers for Disease Control and Prevention | CDC"
1103,2648,profile/Catherine-Matilda-Collins,Catherine Matilda Collins,,Imperial College London United Kingdom; Target Malaria; Collingwood Environmental PlanningUnited Kingdom; Imperial College London | Imperial
1104,2652,profile/Helene-Cecilia,Hélène Cecilia,,"Bristol Robotics Laboratory; French National Institute for Agriculture, Food, and Environment (INRAE) Nantes, France; French National Institute for Agriculture, Food, and Environment (INRAE) Nantes, France; New Mexico State University | NMSU"
1105,2653,profile/Sandie-Arnoux,Sandie Arnoux,,"French National Institute for Agriculture, Food, and Environment (INRAE) | INRAE"
1106,2654,profile/Sebastien-Picault,Sébastien Picault,,"Université de Lille Lille, France; French National Institute for Agriculture, Food, and Environment (INRAE) Paris, France; French National Institute for Agriculture, Food, and Environment (INRAE) | INRAE"
1107,2657,profile/Georgios-Balatsos,Georgios Balatsos,,Benaki Phytopathological Institute
1108,2658,profile/Vasileios-Karras-2,Vasileios Karras,,Benaki Phytopathological Institute
1109,2659,profile/Ioanna-Lytra-3,Ioanna Lytra,,Agricultural University of Athens
1110,2667,profile/Romeo-Bellini,Romeo Bellini,,Centro Agricoltura Ambiente “Giorgio Nicoli” | CAA
1111,2668,profile/Marco-Carrieri,Marco Carrieri,,Centro Agricoltura Ambiente “Giorgio Nicoli” | CAA
1112,2670,profile/Marie-Rossignol-3,Marie Rossignol,,Institute of Research for Development | IRD
1113,2672,profile/Romaric-Ouedraogo,Romaric Ouedraogo,,Centre international de recherche-développement sur l'elevage en zone subhumide (CIRDES) | CIRDES
1114,2673,profile/Jean-Baptiste-Rayaisse,Jean - Baptiste Rayaisse,,"Centre international de recherche-développement sur l'elevage en zone subhumide (CIRDES) Bobo-Dioulasso, Burkina Faso; Centre international de recherche-développement sur l'elevage en zone subhumide (CIRDES) | CIRDES"
1115,2676,profile/Caroline-Mirieri,Caroline K. Mirieri,,
1116,2678,profile/Tang-Zhaoyang,Tang Zhaoyang,,Nanjing Agricultural University | NAU
1117,2679,profile/Sumejja-Canic,Sumejja Čanić,,University of Vienna | UniWien
1118,2681,profile/Lison-Laroche,Lison Laroche,,Imperial College London | Imperial
1119,2682,profile/Rowena-Lancelot,Rowena Lancelot,,Franklin University
1120,2687,profile/Edwige-Guissou,Edwige Guissou,,Research Institute of Health Sciences | IRSS
1121,2688,profile/Serge-Poda,Serge Bèwadéyir Poda,,
1122,2689,profile/Domonbabele-Hien,Domonbabele François de Sales Hien,,
1123,2690,profile/R-Serge-Yerbanga,R Serge Yerbanga,,Research Institute of Health Sciences | IRSS
1124,2692,profile/Pierrick-Labbe,Pierrick Labbé,,Université de Montpellier | UM1
1125,2694,profile/Fernando-Mulandane,Fernando Mulandane,,Eduardo Mondlane University
1126,2695,profile/Louwtjie-Snyman,Louwtjie Snyman,,Royal Alberta Museum
1127,2699,profile/Nicole-Culbert-2,Nicole Culbert,,"University of California, Riverside | UCR"
1128,2700,profile/Maria-Kaiser-6,Maria L Kaiser,,National Institute for Communicable Diseases
1129,2701,profile/Nelius-Venter,Nelius Venter,,University of the Witwatersrand | wits
1130,2703,profile/Jeremie-Gilles,Jeremie R L Gilles,,"International Atomic Energy Agency (IAEA) Vienna, Austria"
1131,2704,profile/Rosemary-Lees-2,Rosemary Lees,,"University of Malaya Kuala Lumpur, Malaysia; Università degli Studi di Perugia | UNIPG"
1132,2706,profile/Dieudonne-Soma,Dieudonné D Soma,,
1133,2709,profile/Charles-Lienhard,Charles Lienhard,,Natural History Museum of Geneva
1134,2713,profile/Jose-Juarez-12,José Guillermo Juárez,,"University of the Valley of Guatemala Guatemala City, Guatemala; University of the Valley of Guatemala"
1135,2716,profile/Laure-Guerrini,Laure Guerrini,,Cirad - La recherche agronomique pour le développement | CIRAD
1136,2717,profile/Davies-Pfukenyi-2,Davies Mubika Pfukenyi,,Botswana College of Agriculture
1137,2718,profile/Eric-Etter,"Eric Marcel, Charles Etter",,Cirad - La recherche agronomique pour le développement | CIRAD
1138,2723,profile/Thierry-De-Meeus,Thierry De Meeûs,,Institute of Research for Development France; Institute of Research for Development | IRD
